,id,text,author_id,in_reply_to_user_id,author,referenced_tweets,username,reply_to_user_name
4299,1217261540337807360,"@SBSNews Considering the non-stop climate-hysteria, coming from the globalist media (like you SBS!) - I think the ability of the Australian people to resist, is quite impressive.
#ClimateHoax",22887776,8197942.0,"{""url"":"""",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""verified"":false,""id"":""22887776"",""location"":""Adelaide Australia"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""created_at"":""2009-03-05T05:58:56.000Z"",""name"":""Robina Creaser"",""username"":""sharpfang"",""protected"":false}","[{""type"":""replied_to"",""id"":""1217239012512976896"",""author_id"":""8197942"",""source"":""TweetDeck"",""entities"":{""urls"":[{""start"":149,""end"":172,""url"":""https://t.co/UF1KJsEKcf"",""expanded_url"":""http://bit.ly/30qqNdQ"",""display_url"":""bit.ly/30qqNdQ"",""status"":200,""unwound_url"":""https://www.sbs.com.au/news/article/half-of-australians-are-very-concerned-about-climate-change-new-survey-shows/stfwxqcbz""}]},""public_metrics"":{""retweet_count"":89,""reply_count"":67,""like_count"":249,""quote_count"":27},""possibly_sensitive"":false,""conversation_id"":""1217239012512976896"",""context_annotations"":[{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""854692455005921281"",""name"":""Science"",""description"":""Science""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""857083369514876928"",""name"":""Weather"",""description"":""Weather""}}],""reply_settings"":""everyone"",""created_at"":""2020-01-15T00:16:10.000Z"",""lang"":""en"",""text"":""About half of Australians are \""very concerned\"" about climate change, a new survey reveals, showing the worry has increased over the past six months. https://t.co/UF1KJsEKcf""}]",Robina Creaser,
4348,1217202978945323008,"@vichygirl @Therese_Rein Oh the Guardian - if they are your go-to source of information, then you're in deep trouble. They are rabidly pro-war, justifying every(illegal) interventionist action - and perpetually peddle AGW pseudo-science and armageddon. #ClimateHoax 
https://t.co/rJRATWelZY",22887776,3226113792.0,"{""url"":"""",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""verified"":false,""id"":""22887776"",""location"":""Adelaide Australia"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""created_at"":""2009-03-05T05:58:56.000Z"",""name"":""Robina Creaser"",""username"":""sharpfang"",""protected"":false}","[{""type"":""replied_to"",""id"":""1217043043368329216"",""author_id"":""3226113792"",""entities"":{""annotations"":[{""start"":96,""end"":98,""probability"":0.7107,""type"":""Organization"",""normalized_text"":""LNP""}],""urls"":[{""start"":130,""end"":153,""url"":""https://t.co/Hkf8DnlQn3"",""expanded_url"":""https://www.theguardian.com/australia-news/2016/apr/06/csiro-climate-cuts-about-cutting-public-good-research-documents-show"",""display_url"":""theguardian.com/australia-news…""}],""mentions"":[{""start"":0,""end"":13,""username"":""Therese_Rein"",""id"":""128219555""}]},""source"":""Twitter for iPhone"",""referenced_tweets"":[{""type"":""replied_to"",""id"":""1216947621853446145""}],""public_metrics"":{""retweet_count"":0,""reply_count"":1,""like_count"":1,""quote_count"":0},""possibly_sensitive"":false,""conversation_id"":""1216947621853446145"",""reply_settings"":""everyone"",""created_at"":""2020-01-14T11:17:27.000Z"",""lang"":""en"",""in_reply_to_user_id"":""128219555"",""text"":""@Therese_Rein This article highlights this travesty committed upon the Australian people by the LNP. We’re paying for it now. 🤯🤬\n\nhttps://t.co/Hkf8DnlQn3""}]",Robina Creaser,
4885,1216667438621704193,@DougCameron51 Tell em Pauline #ClimateHoax,22887776,2490890594.0,"{""url"":"""",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""verified"":false,""id"":""22887776"",""location"":""Adelaide Australia"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""created_at"":""2009-03-05T05:58:56.000Z"",""name"":""Robina Creaser"",""username"":""sharpfang"",""protected"":false}","[{""type"":""replied_to"",""id"":""1216556279600037888"",""author_id"":""2490890594"",""source"":""Twitter for iPhone"",""entities"":{""urls"":[{""start"":257,""end"":280,""url"":""https://t.co/pMJ3RAyJCV"",""expanded_url"":""https://www.news.com.au/technology/environment/i-think-its-a-load-of-bs-pauline-hanson-wants-climate-change-left-out-of-bushfires-royal-commission/news-story/05b8869789039d7b9ad711f39916b620"",""display_url"":""news.com.au/technology/env…""}]},""public_metrics"":{""retweet_count"":988,""reply_count"":423,""like_count"":3882,""quote_count"":136},""possibly_sensitive"":false,""conversation_id"":""1216556279600037888"",""reply_settings"":""everyone"",""created_at"":""2020-01-13T03:03:14.000Z"",""lang"":""en"",""text"":""I have been disgusted by this woman for years. Her nonsensical claptrap is not surprising. She is dangerous and opportunistic with no understanding of the issues she prattles on about. She only cares about self promotion. She cares nothing for our country. https://t.co/pMJ3RAyJCV""}]",Robina Creaser,
4984,1216563701416771585,"@justanotweet @LisaMic75251596 @PaulineHansonOz Please, present some of this evidence...
#ClimateHoax",22887776,397811354.0,"{""created_at"":""2009-03-05T05:58:56.000Z"",""id"":""22887776"",""verified"":false,""username"":""sharpfang"",""location"":""Adelaide Australia"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""protected"":false,""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""name"":""Robina Creaser"",""url"":"""",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG""}","[{""type"":""replied_to"",""id"":""1216562651934814208"",""possibly_sensitive"":false,""lang"":""en"",""referenced_tweets"":[{""type"":""replied_to"",""id"":""1216559353815347200""}],""source"":""Twitter Web App"",""created_at"":""2020-01-13T03:28:33.000Z"",""public_metrics"":{""retweet_count"":0,""reply_count"":2,""like_count"":1,""quote_count"":0},""reply_settings"":""everyone"",""text"":""@LisaMic75251596 @PaulineHansonOz so you don't believe all the evidence, reports being proven true, scientists and experts too huh ? #auspol"",""entities"":{""mentions"":[{""start"":0,""end"":16,""username"":""LisaMic75251596"",""id"":""1107181727233921024""},{""start"":17,""end"":33,""username"":""PaulineHansonOz"",""id"":""1471232930""}],""hashtags"":[{""start"":133,""end"":140,""tag"":""auspol""}]},""in_reply_to_user_id"":""1107181727233921024"",""conversation_id"":""1216559353815347200"",""author_id"":""397811354""}]",Robina Creaser,
5168,1216491579751354368,"@HollinsMrhump Which science, exactly...?
The Dr Peter Ridd case showed clearly that Australian Unis and many academics are invested in exaggerating and catastrophising the occurrence of natural cycles in the GBR,
#ClimateHoax
https://t.co/OOvVyr8jDX",22887776,1916796271.0,"{""protected"":false,""id"":""22887776"",""url"":"""",""name"":""Robina Creaser"",""created_at"":""2009-03-05T05:58:56.000Z"",""verified"":false,""username"":""sharpfang"",""location"":""Adelaide Australia"",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130}}","[{""type"":""replied_to"",""id"":""1216485096921788417"",""public_metrics"":{""retweet_count"":4,""reply_count"":1,""like_count"":20,""quote_count"":0},""reply_settings"":""everyone"",""created_at"":""2020-01-12T22:20:22.000Z"",""conversation_id"":""1216485096921788417"",""lang"":""en"",""author_id"":""1916796271"",""text"":""Just had  young dive instructor in the cab. On his boat they run lectures on the way home by marine biologists explaining how carbon affects the oceans and how run off, sedimentation and carbon affect the reef. He can’t believe that some won’t believe the science."",""source"":""Twitter for iPhone"",""possibly_sensitive"":false}]",Robina Creaser,
5669,1216272469998194689,"@HarvsWilliams @ManteuffelNina Australian Universities are awash in AGW-supporting, pseudo-science. See Dr P Ridd and etc confirmed poor/fraudulent practise at James Cook Uni.
Funding flows for climate-cult 'research'. 
#ClimateHoax",22887776,1.0344369259463598e+18,"{""name"":""Robina Creaser"",""url"":"""",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""protected"":false,""location"":""Adelaide Australia"",""verified"":false,""created_at"":""2009-03-05T05:58:56.000Z"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""id"":""22887776"",""username"":""sharpfang""}","[{""type"":""replied_to"",""id"":""1216202095163920386""}]",Robina Creaser,
5725,1216244411937411072,"@AdamBandt 'coal-fuelled fires' WTH?  Please pesent any evidence to support this outrageous claim - otherwise wee'll just keep blaming you and the rest of the idiot-Greens. 
#ClimateHoax",22887776,25960714.0,"{""name"":""Robina Creaser"",""url"":"""",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""protected"":false,""location"":""Adelaide Australia"",""verified"":false,""created_at"":""2009-03-05T05:58:56.000Z"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""id"":""22887776"",""username"":""sharpfang""}","[{""type"":""replied_to"",""id"":""1216174796867698688"",""possibly_sensitive"":false,""public_metrics"":{""retweet_count"":230,""reply_count"":251,""like_count"":718,""quote_count"":50},""author_id"":""25960714"",""source"":""Twitter for iPhone"",""text"":""Parl needs to appoint the Royal Commissioner into these coal-fuelled fires &amp; set their terms of reference, not PM.\n\nPM shares some blame for fires &amp; Commissioner must be able to put PM in the dock &amp; grill him.\n\nWithout Parl approval, there cld be questions over RC’s independence."",""reply_settings"":""everyone"",""lang"":""en"",""conversation_id"":""1216174796867698688"",""created_at"":""2020-01-12T01:47:21.000Z"",""entities"":{""annotations"":[{""start"":0,""end"":3,""probability"":0.565,""type"":""Organization"",""normalized_text"":""Parl""},{""start"":26,""end"":43,""probability"":0.4021,""type"":""Organization"",""normalized_text"":""Royal Commissioner""}]}}]",Robina Creaser,
5942,1216158651787829248,"RT @Tim_jbo: Liberal MP Craig Kelly outperforms Scott Morrison, Anthony Albanese on Facebook

https://t.co/OIDKYHqhbK
Since July 1, his pos…",22887776,,"{""name"":""Robina Creaser"",""protected"":false,""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""location"":""Adelaide Australia"",""created_at"":""2009-03-05T05:58:56.000Z"",""url"":"""",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""username"":""sharpfang"",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""id"":""22887776"",""verified"":false}","[{""type"":""retweeted"",""id"":""1216149503687815168"",""lang"":""en"",""entities"":{""hashtags"":[{""start"":250,""end"":262,""tag"":""ClimateHoax""}],""urls"":[{""start"":81,""end"":104,""url"":""https://t.co/OIDKYHqhbK"",""expanded_url"":""https://www.smh.com.au/politics/federal/liberal-mp-craig-kelly-outperforms-scott-morrison-anthony-albanese-on-facebook-20200109-p53q5n.html"",""display_url"":""smh.com.au/politics/feder…""}],""annotations"":[{""start"":11,""end"":21,""probability"":0.9151,""type"":""Person"",""normalized_text"":""Craig Kelly""},{""start"":35,""end"":48,""probability"":0.9967,""type"":""Person"",""normalized_text"":""Scott Morrison""},{""start"":51,""end"":66,""probability"":0.9895,""type"":""Person"",""normalized_text"":""Anthony Albanese""},{""start"":71,""end"":78,""probability"":0.6719,""type"":""Organization"",""normalized_text"":""Facebook""},{""start"":189,""end"":199,""probability"":0.9855,""type"":""Person"",""normalized_text"":""Mr Morrison""}]},""public_metrics"":{""retweet_count"":83,""reply_count"":31,""like_count"":278,""quote_count"":15},""created_at"":""2020-01-12T00:06:51.000Z"",""possibly_sensitive"":false,""source"":""Twitter for Android"",""conversation_id"":""1216149503687815168"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""1043141608147841024"",""name"":""Scott Morrison"",""description"":""Prime Minister of Australia, Scott Morrison""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""1043141608147841024"",""name"":""Scott Morrison"",""description"":""Prime Minister of Australia, Scott Morrison""}},{""domain"":{""id"":""46"",""name"":""Brand Category"",""description"":""Categories within Brand Verticals that narrow down the scope of Brands""},""entity"":{""id"":""781974596752842752"",""name"":""Services""}},{""domain"":{""id"":""47"",""name"":""Brand"",""description"":""Brands and Companies""},""entity"":{""id"":""10029202045"",""name"":""Facebook""}}],""reply_settings"":""everyone"",""text"":""Liberal MP Craig Kelly outperforms Scott Morrison, Anthony Albanese on Facebook\n\nhttps://t.co/OIDKYHqhbK\nSince July 1, his posts have been shared 447,000 times - nearly six times more than Mr Morrison's 81,000 shares.\n\nPeople have had enough of  the #ClimateHoax scare mongering."",""author_id"":""888912668""}]",Robina Creaser,
6379,1216029513345142784,"@TheKouk Australia has always had bushfires. These were exacerbated by idiotic National Parks management over recent years and an arson epidemic. 
Why claim that the trace-gas CO2, has anything to do with these events....?
#ClimateHoax",22887776,43525891.0,"{""name"":""Robina Creaser"",""url"":"""",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""protected"":false,""location"":""Adelaide Australia"",""verified"":false,""created_at"":""2009-03-05T05:58:56.000Z"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""id"":""22887776"",""username"":""sharpfang""}","[{""type"":""replied_to"",""id"":""1215831622823473152"",""possibly_sensitive"":false,""public_metrics"":{""retweet_count"":484,""reply_count"":63,""like_count"":1331,""quote_count"":18},""author_id"":""43525891"",""source"":""Twitter Web App"",""text"":""Pity that it took the death of dozens of people, the incineration of a billion wild creatures, the destruction of thousands of dwellings &amp; businesses &amp; the razing of 7 million hectares of bush for some people to realise climate change is an issue that need to be addressed"",""reply_settings"":""everyone"",""lang"":""en"",""conversation_id"":""1215831622823473152"",""context_annotations"":[{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""854692455005921281"",""name"":""Science"",""description"":""Science""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""857083369514876928"",""name"":""Weather"",""description"":""Weather""}}],""created_at"":""2020-01-11T03:03:42.000Z""}]",Robina Creaser,
6867,1215777582299283456,"@NearlyTheNews @MurrayWatt Why do Lefty-Greens love the Guardian so much? It's almost their sole source of 'information'.
It's a globalist rag, dedicated to peddling the #ClimateHoax full-time. This is complemented by a history of promoting regime-change wars and brutally kicking Julian Assange to the kerb https://t.co/WZVhjXbVH9",22887776,3055505172.0,"{""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""name"":""Robina Creaser"",""location"":""Adelaide Australia"",""url"":"""",""id"":""22887776"",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""protected"":false,""created_at"":""2009-03-05T05:58:56.000Z"",""username"":""sharpfang"",""verified"":false}","[{""type"":""replied_to"",""id"":""1215775522627584002""}]",Robina Creaser,
6974,1215476470237151233,"@ChrisEgginton 'climate disaster enablers' and clearly not referring to arsonists or 'no bush-clearance', councils.
So, when you say 'climate disaster enablers' what you really mean is the majority of sensible, well-informed Australians, who don't believe in the UN's, ludicrous #ClimateHoax",22887776,400495760.0,"{""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""created_at"":""2009-03-05T05:58:56.000Z"",""username"":""sharpfang"",""id"":""22887776"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""name"":""Robina Creaser"",""location"":""Adelaide Australia"",""url"":"""",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""verified"":false}","[{""type"":""replied_to"",""id"":""1215468202676772864"",""author_id"":""400495760"",""created_at"":""2020-01-10T02:59:36.000Z"",""reply_settings"":""everyone"",""entities"":{""urls"":[{""start"":19,""end"":42,""url"":""https://t.co/mpCvBDKwk5"",""expanded_url"":""https://twitter.com/sallymcmanus/status/1215464371335417856"",""display_url"":""twitter.com/sallymcmanus/s…""}]},""referenced_tweets"":[{""type"":""quoted"",""id"":""1215464371335417856""}],""source"":""Twitter Web App"",""lang"":""en"",""possibly_sensitive"":false,""text"":""Some have courage! https://t.co/mpCvBDKwk5"",""public_metrics"":{""retweet_count"":2,""reply_count"":2,""like_count"":1,""quote_count"":0},""conversation_id"":""1215468202676772864""}]",Robina Creaser,
7159,1215068284661317632,"@gorgeousdunny1 Oh right - and meanwhile back in 'Green Clean' Norway...
#auspol #ClimateHoax
https://t.co/4LCmleElO2",22887776,2607006139.0,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""protected"":false,""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""created_at"":""2009-03-05T05:58:56.000Z"",""name"":""Robina Creaser"",""location"":""Adelaide Australia"",""verified"":false,""username"":""sharpfang"",""url"":"""",""id"":""22887776"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130}}","[{""type"":""replied_to"",""id"":""1215046100119195648"",""public_metrics"":{""retweet_count"":2,""reply_count"":1,""like_count"":5,""quote_count"":0},""reply_settings"":""everyone"",""author_id"":""2607006139"",""conversation_id"":""1215046100119195648"",""possibly_sensitive"":false,""text"":""I don't think anyone doubted where she stood. But it's good that she should remove any doubt. https://t.co/s8pAJN2tc9"",""source"":""Twitter Web App"",""lang"":""en"",""entities"":{""urls"":[{""start"":94,""end"":117,""url"":""https://t.co/s8pAJN2tc9"",""expanded_url"":""https://twitter.com/MayneReport/status/1215023242995355648"",""display_url"":""twitter.com/MayneReport/st…""}]},""context_annotations"":[{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""854692455005921281"",""name"":""Science"",""description"":""Science""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""857083369514876928"",""name"":""Weather"",""description"":""Weather""}}],""created_at"":""2020-01-08T23:02:19.000Z"",""referenced_tweets"":[{""type"":""quoted"",""id"":""1215023242995355648""}]}]",Robina Creaser,
7171,1215046968164024320,"@climatecouncil @MarkusMannheim The AGW CO2-hypothesis has been debunked: CO2 keeps rising, but temperatures stalled and are falling.. 
'climate-change' is just a nonsensical propaganda-meme, being used to advance the creepy globalist-agenda. #ClimateHoax 
 https://t.co/9S2Nxguov3 https://t.co/Bli73VRcVn",22887776,1892683062.0,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""protected"":false,""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""created_at"":""2009-03-05T05:58:56.000Z"",""name"":""Robina Creaser"",""location"":""Adelaide Australia"",""verified"":false,""username"":""sharpfang"",""url"":"""",""id"":""22887776"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130}}","[{""type"":""replied_to"",""id"":""1215043963649835009"",""entities"":{""mentions"":[{""start"":240,""end"":255,""username"":""MarkusMannheim"",""id"":""29873422""}],""annotations"":[{""start"":72,""end"":79,""probability"":0.9651,""type"":""Place"",""normalized_text"":""Canberra""}],""urls"":[{""start"":256,""end"":279,""url"":""https://t.co/SecE6tKLE0"",""expanded_url"":""https://www.abc.net.au/news/2020-01-08/why-canberra-is-a-smoke-bowl/11845592?fbclid=IwAR2YQqJan09SrkWrIG74gfZqrolbSBQTZQ56DtggTdIIZb9QpfSDwkM9Lmk"",""display_url"":""abc.net.au/news/2020-01-0…""}]},""public_metrics"":{""retweet_count"":57,""reply_count"":4,""like_count"":85,""quote_count"":3},""reply_settings"":""everyone"",""author_id"":""1892683062"",""conversation_id"":""1215043963649835009"",""possibly_sensitive"":false,""text"":""As air pollution from bushfires peaked, those who spent time outside in Canberra were effectively smoking 2.5 cigarettes an hr. The health of Australians is at serious risk from the bushfire crisis, which is being driven by climate change. @MarkusMannheim\nhttps://t.co/SecE6tKLE0"",""source"":""Twitter Web App"",""lang"":""en"",""context_annotations"":[{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""854692455005921281"",""name"":""Science"",""description"":""Science""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""857083369514876928"",""name"":""Weather"",""description"":""Weather""}}],""created_at"":""2020-01-08T22:53:50.000Z""}]",Robina Creaser,
7175,1215043895282651137,@russellcrowe 🤣🤣🤣 #ClimateHoax,22887776,133093395.0,"{""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""protected"":false,""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""created_at"":""2009-03-05T05:58:56.000Z"",""name"":""Robina Creaser"",""location"":""Adelaide Australia"",""verified"":false,""username"":""sharpfang"",""url"":"""",""id"":""22887776"",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130}}","[{""type"":""replied_to"",""id"":""1214684004298842112"",""public_metrics"":{""retweet_count"":6575,""reply_count"":767,""like_count"":27966,""quote_count"":292},""reply_settings"":""everyone"",""author_id"":""133093395"",""entities"":{""annotations"":[{""start"":144,""end"":167,""probability"":0.371,""type"":""Person"",""normalized_text"":""Professor Ross Garnaut""}]},""conversation_id"":""1214684004298842112"",""possibly_sensitive"":false,""text"":""“ If you ignore the science when building a bridge, the bridge collapses.\nIf you ignore the science when building a plane, the plane crashes”\n- Professor Ross Garnaut \nResponsible for the 2008 Garnaut Climate Change Review.\n\nOur take away ?\nDon’t ignore the science."",""source"":""Twitter for iPhone"",""lang"":""en"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""958737894989967360"",""name"":""Russell Crowe"",""description"":""Russell Crowe""}},{""domain"":{""id"":""56"",""name"":""Actor"",""description"":""An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio""},""entity"":{""id"":""958737894989967360"",""name"":""Russell Crowe"",""description"":""Russell Crowe""}},{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""854692455005921281"",""name"":""Science"",""description"":""Science""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""857083369514876928"",""name"":""Weather"",""description"":""Weather""}}],""created_at"":""2020-01-07T23:03:29.000Z""}]",Robina Creaser,
7416,1214794583487303681,"@sspencer_63 @Ricfoxton You mistake the inane progressive thought-bubble, for reality....imagine. #ClimateHoax",22887776,72981604.0,"{""verified"":false,""created_at"":""2009-03-05T05:58:56.000Z"",""url"":"""",""public_metrics"":{""followers_count"":3515,""following_count"":2691,""tweet_count"":130636,""listed_count"":130},""location"":""Adelaide Australia"",""id"":""22887776"",""profile_image_url"":""https://pbs.twimg.com/profile_images/288022651/Green_Earth_normal.JPG"",""description"":""Retd healthcare worker. \nOppose globalism: nationalism is the best protection.\n 'Liberal brains, pickled in the formaldehyde of identity politics' Luciana Bohne"",""name"":""Robina Creaser"",""username"":""sharpfang"",""protected"":false}","[{""type"":""replied_to"",""id"":""1214449311829782528"",""lang"":""en"",""text"":""If you, or anyone you know, is still prepared to give Morrison the benefit of the doubt, read this. It is a dispassionate, factual, and utterly damning chronology of a man totally unfit to lead this nation. https://t.co/ycpv8eTOha"",""public_metrics"":{""retweet_count"":566,""reply_count"":35,""like_count"":870,""quote_count"":42},""possibly_sensitive"":false,""created_at"":""2020-01-07T07:30:53.000Z"",""author_id"":""72981604"",""conversation_id"":""1214449311829782528"",""entities"":{""annotations"":[{""start"":54,""end"":61,""probability"":0.9739,""type"":""Person"",""normalized_text"":""Morrison""}],""urls"":[{""start"":207,""end"":230,""url"":""https://t.co/ycpv8eTOha"",""expanded_url"":""https://www.themonthly.com.au/blog/nick-feik/2020/07/2020/1578372000/national-disaster"",""display_url"":""themonthly.com.au/blog/nick-feik…""}]},""source"":""Twitter for iPad"",""reply_settings"":""everyone""}]",Robina Creaser,
